date,t,kwh,dow,n_obs,coverage,observed,sub_kwh,year,doy,std_resid,ppp,lam,fitted,p_block
2007-12-06,355,41.46556666666667,3,1440,1.0,True,16.977,2007,340,1.6417547292958552,0.9217917374729713,0.7995014213223476,31.72344414369744,0.7525
2007-12-07,356,29.483600000000003,4,1440,1.0,True,14.432,2007,341,-1.3559739662588195,0.11455382582777604,0.8933332871855236,33.392732807140575,0.77
2007-12-08,357,36.89006666666667,5,1440,1.0,True,15.77,2007,342,0.05703092587136446,0.5215611856951726,1.17660640635062,38.04002136135702,0.710625
2007-12-09,358,37.90973333333333,6,1440,1.0,True,15.332,2007,343,0.13321247802976047,0.5502865511231729,1.1771520675439389,37.59721499191927,0.651875
2007-12-10,359,29.312566666666665,0,1440,1.0,True,9.661,2007,344,-0.5815471093048687,0.29267441898699026,1.1111411809781566,32.453490299544214,0.618125
2007-12-11,360,38.4184,1,1440,1.0,True,17.607,2007,345,0.9665117902079827,0.8119283541706482,1.0018979707965627,34.214089447618576,0.62
2007-12-12,361,26.467699999999997,2,1440,1.0,True,9.165,2007,346,-1.7239127193422528,0.07000944773489264,0.7834210445266216,34.534374792611196,0.7075
2007-12-13,362,30.79576666666667,3,1440,1.0,True,11.462,2007,347,0.34302301623226894,0.6271161498778652,1.1352037377422675,31.898576906323864,0.711875
2007-12-14,363,32.913466666666665,4,1440,1.0,True,17.77,2007,348,-0.04005387873685847,0.48477247749082236,1.1916144167794847,33.539224695737744,0.631875
2007-12-15,364,45.6146,5,1440,1.0,True,19.706,2007,349,1.379412375634346,0.8888387010193629,0.9070059895562008,38.158175506983454,0.661875
2007-12-16,365,46.036966666666665,6,1440,1.0,True,18.62,2007,350,0.9964775606308232,0.818469978835228,1.0004864996147809,37.687355695372716,0.71375
2007-12-17,366,29.9511,0,1439,0.9993055555555556,True,12.446,2007,351,-1.0175393430719624,0.17650419385669638,1.001432196421083,32.515962508151084,0.720625
2007-12-18,367,43.7199,1,1440,1.0,True,18.026,2007,352,1.8717659232494983,0.942655325664436,0.7317969060991891,34.24925821127533,0.77125
2007-12-19,368,36.60086666666667,2,1440,1.0,True,15.57,2007,353,-0.26234587859304104,0.4019127245417768,1.1703241793066264,34.542624699759386,0.826875
2007-12-20,369,32.49596666666667,3,1440,1.0,True,15.727,2007,354,-0.02823993863816986,0.4892552001094078,1.1544986055791377,31.880311500566236,0.9125
2007-12-21,370,33.04293333333333,4,1440,1.0,True,13.642,2007,355,-0.12430318894236074,0.4529469517449908,1.1723118761810474,33.49486587383062,0.9425
2007-12-22,371,43.52106666666667,5,1440,1.0,True,21.042,2007,356,1.00488647928449,0.8204710177045026,0.9916727372631431,38.08816289894319,0.979375
2007-12-23,372,40.1508,6,1440,1.0,True,17.024,2007,357,0.09400886152506743,0.5355298764445636,1.1460814957972616,37.592146027481874,0.988125
2007-12-24,373,37.6308,0,1440,1.0,True,19.651,2007,358,0.7689203580089358,0.7622913926504709,1.0592686394625344,32.396028949638605,0.985625
2007-12-25,374,44.91613333333333,1,1440,1.0,True,17.04,2007,359,1.5887098116602159,0.9159117614342356,0.8368758301436902,34.1050897054918,0.99
2007-12-26,375,43.00466666666667,2,1440,1.0,True,13.362,2007,360,0.825629015452863,0.7769926998790395,1.0529936726181768,34.37472528065989,0.991875
2007-12-27,376,42.2033,3,1440,1.0,True,13.572,2007,361,1.3051645720177292,0.8775124330196584,0.89469251684146,31.68919959535222,0.985
2007-12-28,377,51.8842,4,1440,1.0,True,26.357,2007,362,2.627333237250678,0.9790346141128962,0.5441908251016866,33.28107359259954,0.98375
2007-12-29,378,54.982600000000005,5,1440,1.0,True,22.176,2007,363,1.8233993530385844,0.9382900541969436,0.7501554366969504,37.85223531221919,0.989375
2007-12-30,379,42.6486,6,1440,1.0,True,20.677,2007,364,-0.19687639085155265,0.4261520922720057,1.1555996478861197,37.334640432510106,0.983125
2007-12-31,380,36.942366666666665,0,1440,1.0,True,17.528,2007,365,0.51048484698869,0.6843949100130392,1.138550888171885,32.11751412634235,0.9725
2008-01-01,381,45.99563333333333,1,1440,1.0,True,17.555,2008,1,1.8631752013101097,0.941961627608376,0.7397122906986624,33.80614516299188,0.96125
2008-01-02,382,27.401766666666667,2,1440,1.0,True,12.081,2008,2,-2.0067487533479547,0.04786855983440926,0.6896318040206098,34.055940495280936,0.936875
2008-01-03,383,25.168466666666667,3,1440,1.0,True,8.647,2008,3,-0.6627264829716164,0.26801079876121797,1.0918855611444451,31.351173241033116,0.885625
2008-01-04,384,38.19753333333333,4,1440,1.0,True,18.319,2008,4,1.3577306625440406,0.8857175736216607,0.9027282459102571,32.92441276464781,0.83625
2008-01-05,385,36.38746666666667,5,1440,1.0,True,16.99,2008,5,-0.5486919146337108,0.30329146224059456,1.115707363029942,37.4775547453481,0.66625
2008-01-06,386,30.419733333333333,6,1440,1.0,True,12.235,2008,6,-1.09659772006021,0.159963441761586,0.9602970903599635,36.94256171409831,0.60375
2008-01-07,387,28.26356666666667,0,1440,1.0,True,11.864,2008,7,-0.17806674407819578,0.43285591494449854,1.1631797514855862,31.70866490587255,0.66625
2008-01-08,388,34.05916666666666,1,1440,1.0,True,15.501,2008,8,0.35429741349905763,0.6311597558320208,1.154866172837792,33.381158358617604,0.644375
2008-01-09,389,29.807333333333336,2,1440,1.0,True,10.409,2008,9,-0.7244922403482726,0.2501379326723781,1.0376664860267193,33.615453498477585,0.64125
2008-01-10,390,31.567933333333333,3,1440,1.0,True,11.584,2008,10,0.37503328088612314,0.638490037904432,1.1416137147508563,30.895827120290356,0.708125
2008-01-11,391,28.4303,4,1440,1.0,True,9.548,2008,11,-0.7688598688949664,0.23757102626168192,1.0759678780985995,32.4548514691559,0.719375
2008-01-12,392,47.8568,5,1440,1.0,True,19.331,2008,12,2.2174633894797093,0.9639925823483564,0.6360422684112563,36.99442430963592,0.7075
2008-01-13,393,48.0276,6,1439,0.9993055555555556,True,16.207,2008,13,1.3468011604118986,0.8838466477057039,0.904713404290378,36.44650946457516,0.69125
2008-01-14,394,33.748866666666665,0,1440,1.0,True,15.995,2008,14,-0.31815738050934433,0.38169725209434063,1.1461913461447693,31.200338670220066,0.696875
2008-01-15,395,44.781866666666666,1,1440,1.0,True,22.177,2008,15,1.9674913748719112,0.9496428081705649,0.6816235864476766,32.86120567897899,0.72
2008-01-16,396,35.59753333333333,2,1440,1.0,True,13.983,2008,16,-0.3456142329920738,0.37207642990516426,1.1438874187320471,33.084520849377405,0.76375
2008-01-17,397,26.2047,3,1440,1.0,True,10.014,2008,17,-0.9134294472145627,0.20028067506434527,1.0179521035926882,30.35455913222301,0.7825
2008-01-18,398,36.4498,4,1440,1.0,True,16.863,2008,18,1.0908456794691974,0.8388904026892995,0.9543419940234162,31.903890158759076,0.764375
2008-01-19,399,33.0051,5,1440,1.0,True,16.59,2008,19,-0.9193881737555742,0.19907505429037886,1.0163323807530105,36.43440831736848,0.83
2008-01-20,400,29.00613333333333,6,1440,1.0,True,7.095,2008,20,-1.0024104401461813,0.17991023751429805,0.9995241327444091,35.87807330079969,0.828125
2008-01-21,401,30.9833,0,1440,1.0,True,10.823,2008,21,0.5271603052191273,0.6897910655036008,1.1028329436993227,30.624111970585776,0.784375
2008-01-22,402,38.7503,1,1440,1.0,True,19.862,2008,22,1.137681815362872,0.8481644132818638,0.970533768394962,32.27781246998188,0.824375
2008-01-23,403,31.3718,2,1440,1.0,True,14.862,2008,23,-0.6319344570801685,0.27737046337128285,1.090708078769967,32.4945788249675,0.82125
2008-01-24,404,27.417033333333332,3,1440,1.0,True,7.362,2008,24,-0.3454416821872785,0.37181383736791845,1.1508755825133994,29.758678942311487,0.768125
2008-01-25,405,37.330933333333334,4,1440,1.0,True,13.83,2008,25,1.2352431801675423,0.8660555173369856,0.9219589276774787,31.30267471045861,0.83125
2008-01-26,406,47.2498,5,1440,1.0,True,20.842,2008,26,1.643237999013928,0.9218424237767155,0.7903366986266337,35.82845208979251,0.75125
2008-01-27,407,39.6961,6,1440,1.0,True,14.91,2008,27,0.02701296375238736,0.5102128628193319,1.1631748691760004,35.26796167422048,0.870625
2008-01-28,408,38.46993333333333,0,1440,1.0,True,14.214,2008,28,1.221182465317737,0.8635899937926657,0.9204364619264379,30.010420570738084,0.90625
2008-01-29,409,44.6004,1,1440,1.0,True,18.763,2008,29,1.7535282924465352,0.9326660745223394,0.7589158995763864,31.66110652827665,0.895
2008-01-30,410,27.3441,2,1440,1.0,True,7.522,2008,30,-1.6767312248131203,0.07478930141024161,0.7792549868649803,31.875412555363788,0.91125
2008-01-31,411,32.56536666666667,3,1440,1.0,True,10.869,2008,31,0.917415067727521,0.8005115353464279,1.0239147267723456,29.13759493556739,0.891875
2008-02-01,412,25.577533333333335,4,1440,1.0,True,7.857,2008,32,-1.1470557906242036,0.14983564371706884,0.9602499837055802,30.680203346469337,0.889375
2008-02-02,413,48.9339,5,1439,0.9993055555555556,True,24.199,2008,33,2.8035381947725755,0.9833063219695025,0.49908659429987895,35.20511096868904,0.86875
2008-02-03,414,34.7428,6,1440,1.0,True,15.206,2008,34,-0.9038586156628935,0.20313723876643447,1.024603471243754,34.64425506689161,0.806875
2008-02-04,415,27.13563333333333,0,1440,1.0,True,10.944,2008,35,-0.408335233809416,0.3498194537168214,1.1443111498560756,29.386838889404984,0.8
2008-02-05,416,41.2076,1,1440,1.0,True,22.618,2008,36,1.9755227584541084,0.950214818333197,0.7062795446976088,31.038125817727177,0.741875
2008-02-06,417,27.825666666666667,2,1440,1.0,True,10.898,2008,37,-1.2930869298445058,0.12444607932378485,0.9173202960018534,31.25349400542759,0.65
2008-02-07,418,25.305166666666665,3,1440,1.0,True,8.384,2008,38,-0.3467923095415592,0.37136267788179195,1.1571741769928485,28.517184415390464,0.699375
2008-02-08,419,32.5094,4,1440,1.0,True,12.424,2008,39,0.6518402658646302,0.7287907689490756,1.090783416929189,30.061730961110904,0.674375
2008-02-09,420,35.03793333333333,5,1440,1.0,True,15.181,2008,40,-0.08338883289777094,0.46839136390926256,1.1692024928098546,34.58899063854457,0.74625
2008-02-10,421,36.4119,6,1440,1.0,True,15.645,2008,41,0.3961582500439962,0.6458495796166204,1.1442542233224957,34.03088413041562,0.67875
2008-02-11,422,28.200266666666668,0,1440,1.0,True,10.245,2008,42,-0.2611447239450923,0.4021642436241251,1.1681637154030613,28.776597729567886,0.65875
2008-02-12,423,33.12996666666667,1,1440,1.0,True,16.003,2008,43,0.5240332850705139,0.6888613321695348,1.087368988385424,30.43137751263258,0.649375
2008-02-13,424,31.674966666666663,2,1440,1.0,True,13.713,2008,44,0.00622294696840374,0.5023542695046163,1.1905764255241957,30.650584003466175,0.598125
2008-02-14,425,26.7437,3,1440,1.0,True,10.89,2008,45,-0.2801690260735479,0.3952168516195202,1.148323002422694,27.9184402352843,0.708125
2008-02-15,426,33.42013333333333,4,1440,1.0,True,16.249,2008,46,0.785047111090435,0.7667869820480618,1.0746974520478398,29.467461917174656,0.735625
2008-02-16,427,39.1158,5,1440,1.0,True,15.035,2008,47,0.6524042985892651,0.728794398338268,1.085729522705078,33.99948759145461,0.73
2008-02-17,428,32.2228,6,1440,1.0,True,11.488,2008,48,-0.5629905285415099,0.29866406190590544,1.1137140389811249,33.446419263741774,0.70625
2008-02-18,429,25.240066666666667,0,1440,1.0,True,10.596,2008,49,-0.4460650848302373,0.3369419702150191,1.1473192007374018,28.1974243523104,0.57125
2008-02-19,430,35.448600000000006,1,1440,1.0,True,17.792,2008,50,1.2023156671561046,0.8602461503491236,0.9190234919637441,29.85772988794475,0.369375
2008-02-20,431,37.56316666666667,2,1440,1.0,True,16.875,2008,51,0.9696185509989832,0.8126322654538793,1.0057099494664,30.082677203740488,0.18
2008-02-21,432,27.230833333333333,3,1440,1.0,True,8.83,2008,52,-0.5250737731344044,0.3107246206787305,1.1277793981600552,27.356470023726878,0.07625
2008-02-22,433,28.876066666666667,4,1440,1.0,True,13.253,2008,53,-0.00012804194101504317,0.4999336175666295,1.1588306248141453,28.911604655971242,0.0325
2008-02-23,434,30.566166666666668,5,1438,0.9986111111111112,True,13.974,2008,54,-0.5140162167497081,0.31444989768376996,1.133718645219924,33.449900176594674,0.0175
2008-02-24,435,21.050133333333335,6,1440,1.0,True,12.533,2008,55,-1.9316409383257829,0.05285551545043629,0.7117839132342487,32.903239086535685,0.005625
2008-02-25,436,8.408133333333334,0,1440,1.0,True,2.177,2008,56,-2.6539638407059725,0.02025696355622009,0.5303367001796141,27.66076928759976,0.001875
2008-02-26,437,8.452,1,1440,1.0,True,2.308,2008,57,-2.4487967577469756,0.026642703528291727,0.5761788547108881,29.327698308979098,0.001875
2008-02-27,438,9.445333333333334,2,1440,1.0,True,3.295,2008,58,-2.2013946697370956,0.037143788731042494,0.6431967836432159,29.559348023651967,0.00125
2008-02-28,439,8.4864,3,1440,1.0,True,2.309,2008,59,-1.9413864846842501,0.052594211972608725,0.7019887145690155,26.839902763509425,0.001875
2008-02-29,440,22.222466666666666,4,1440,1.0,True,11.835,2008,60,0.1213987276225594,0.545735818284449,1.1571195956668816,28.401839538837923,0.004375
2008-03-01,441,19.031266666666667,5,1440,1.0,True,4.011,2008,61,-2.079311500688356,0.04336320478826216,0.6541263013717252,32.9469582485483,0.005625
2008-03-02,442,19.370433333333335,6,1440,1.0,True,7.809,2008,62,-1.4036494189867463,0.10795145116098247,0.8670904057146981,32.407122362962895,0.0075
2008-03-03,443,17.342499999999998,0,1440,1.0,True,3.962,2008,63,-0.8851703342316316,0.20778847256060953,1.0314272818015888,27.171460925661087,0.01125
2008-03-04,444,27.8165,1,1440,1.0,True,13.107,2008,64,0.4769278404287286,0.673182091944585,1.1024212345248088,28.84516280554437,0.028125
2008-03-05,445,33.95346666666667,2,1440,1.0,True,16.471,2008,65,0.9459635237683607,0.8072451810756219,1.0233566164970398,29.083531438486713,0.105
2008-03-06,446,41.72013333333334,3,1440,1.0,True,8.419,2008,66,2.4243241900906596,0.9727476756361187,0.5644821083452553,26.37073296740099,0.220625
2008-03-07,447,31.049266666666664,4,1440,1.0,True,13.739,2008,67,-0.4740465732263378,0.32783171175313486,1.1308681697398424,27.93922648630508,0.388125
2008-03-08,448,37.477666666666664,5,1440,1.0,True,15.067,2008,68,0.6861187106680215,0.7387947212593561,1.0557161342189647,32.49079427476367,0.52875
2008-03-09,449,26.007633333333334,6,1440,1.0,True,7.095,2008,69,-1.4010831988628931,0.1078446547071483,0.8771608836622908,31.95728250447384,0.5975
2008-03-10,450,26.9781,0,1440,1.0,True,11.037,2008,70,0.446353770637769,0.6630590464681636,1.1388236562651581,26.727803264475725,0.715625
2008-03-11,451,36.667366666666666,1,1440,1.0,True,18.108,2008,71,1.4659855582699712,0.9011335684693159,0.8550184271857142,28.407528836112338,0.803125
2008-03-12,452,29.570533333333337,2,1440,1.0,True,14.536,2008,72,-0.38523702694864453,0.35800422238617763,1.1460357247618957,28.651746457086915,0.838125
2008-03-13,453,27.92523333333333,3,1440,1.0,True,12.317,2008,73,0.2930579849072446,0.6094397476724658,1.1584121004957706,25.944606483407405,0.760625
2008-03-14,454,36.837,4,1440,1.0,True,19.337,2008,74,1.5357662908471799,0.9099915437105982,0.8519518436980433,27.51855265479262,0.584375
2008-03-15,455,26.271666666666665,5,1440,1.0,True,8.962,2008,75,-1.664486779018274,0.07592551797207346,0.7925382251734845,32.075352349869505,0.6375
2008-03-16,456,30.032666666666668,6,1440,1.0,True,14.246,2008,76,0.11797033514612845,0.5446039879991575,1.1723141858959572,31.54683731292225,0.61375
2008-03-17,457,28.448633333333337,0,1440,1.0,True,16.233,2008,77,0.4852839530510382,0.6762017728557369,1.1585574380494654,26.322105698639987,0.743125
2008-03-18,458,31.959433333333333,1,1440,1.0,True,17.719,2008,78,0.568248887174007,0.7030873809186869,1.1200104687316343,28.00631636596415,0.795
2008-03-19,459,21.807466666666667,2,1440,1.0,True,8.675,2008,79,-1.4166347423506729,0.10562140175947263,0.8741705498332157,28.254743660365815,0.781875
2008-03-20,460,20.8879,3,1440,1.0,True,8.255,2008,80,-0.4037329425463709,0.351498300369183,1.1479246212809813,25.551525593315187,0.7725
2008-03-21,461,34.4407,4,1440,1.0,True,20.224,2008,81,1.6218422663600827,0.9197831067874523,0.8017210580396932,27.12909412449612,0.738125
2008-03-22,462,34.22526666666667,5,1440,1.0,True,16.315,2008,82,-0.03479073399696167,0.48679173590042935,1.1692754307668656,31.689205433079813,0.705625
2008-03-23,463,38.76649999999999,6,1440,1.0,True,22.269,2008,83,1.1929430821956513,0.8585751862158473,0.9281208701780997,31.163680659794796,0.831875
2008-03-24,464,32.91113333333333,0,1439,0.9993055555555556,True,14.127,2008,84,0.7419720870626879,0.7548407837722511,1.0579619174380788,25.94160796621727,0.866875
2008-03-25,465,33.5976,1,1440,1.0,True,19.417,2008,85,0.6049336178840297,0.7144717699414126,1.1038192812120542,27.62813684237898,0.844375
2008-03-26,466,27.224533333333333,2,1440,1.0,True,13.925,2008,86,-0.5133016558420603,0.3146518007783669,1.1244294755882585,27.878532901985402,0.859375
2008-03-27,467,22.847033333333336,3,1440,1.0,True,9.378,2008,87,-0.37390784273266475,0.36176713373592717,1.1355804056744092,25.176926074011575,0.895625
2008-03-28,468,31.423733333333335,4,1440,1.0,True,17.511,2008,88,0.9915029993146143,0.8179091973314354,1.0023770820908249,26.755740896196798,0.881875
2008-03-29,469,41.185833333333335,5,1440,1.0,True,22.768,2008,89,1.457130854970289,0.8998425549215123,0.8689683217392303,31.316726796749478,0.853125
2008-03-30,470,35.773199999999996,6,1440,1.0,True,16.129,2008,90,0.23123763863540198,0.5867427395624165,1.1509899188834243,30.791698845980218,0.8525
2008-03-31,471,22.9595,0,1440,1.0,True,10.889,2008,91,-0.7993543118015667,0.22935575909622036,1.0647645505191758,25.569739824280617,0.783125
2008-04-01,472,35.4842,1,1440,1.0,True,22.251,2008,92,1.6525086706043726,0.9230175680415148,0.7930689507885836,27.255994537526508,0.735
2008-04-02,473,28.194533333333332,2,1440,1.0,True,12.769,2008,93,-0.4240437723418286,0.3445583692658966,1.149961797008291,27.50572461919663,0.824375
2008-04-03,474,18.8126,3,1440,1.0,True,7.323,2008,94,-1.1201056258099076,0.1550408130789894,0.9550594342197292,24.803056727961927,0.77625
2008-04-04,475,27.19863333333333,4,1440,1.0,True,16.154,2008,95,0.5470066665068194,0.6963415094533805,1.0946165012335405,26.38041284625972,0.791875
2008-04-05,476,32.84603333333333,5,1440,1.0,True,17.447,2008,96,0.28806380698194467,0.6075102528341099,1.15717084529344,30.939540566154978,0.805
2008-04-06,477,28.271966666666668,6,1440,1.0,True,11.291,2008,97,-0.5112240437086484,0.3153280476381512,1.129107920101378,30.41225384420854,0.83375
2008-04-07,478,25.6473,0,1440,1.0,True,12.558,2008,98,0.22870821977794414,0.5859457376723083,1.1540735972393303,25.187635071755935,0.84375
2008-04-08,479,44.29193333333333,1,1440,1.0,True,30.984,2008,99,3.0944985561787375,0.9884356100737421,0.43938106261659415,26.87082939168207,0.87
2008-04-09,480,20.314200000000003,2,1440,1.0,True,9.379,2008,100,-2.383624180132356,0.028925106463446724,0.6021894300787244,27.11709950097481,0.820625
2008-04-10,481,24.6291,3,1440,1.0,True,10.245,2008,101,0.49545122884544385,0.6795325967929545,1.140680950419046,24.410573847812476,0.7975
2008-04-11,482,31.2944,4,1440,1.0,True,16.815,2008,102,0.9358263840632743,0.8051141230636324,1.0225610115192831,25.983676928701325,0.838125
2008-04-12,483,46.666900000000005,5,1440,1.0,True,24.8,2008,103,2.5361427666416954,0.9764347629136831,0.5515845886338502,30.53815957197,0.865
2008-04-13,484,37.216433333333335,6,1440,1.0,True,21.503,2008,104,0.2109515000269204,0.5791106023204259,1.155587384654209,30.0058396893334,0.88875
2008-04-14,485,26.493033333333333,0,1440,1.0,True,11.622,2008,105,-0.1731390357939071,0.4346851024067346,1.177484993385151,24.77580434194588,0.900625
2008-04-15,486,27.8401,1,1440,1.0,True,15.046,2008,106,0.1358672691603827,0.5513822556930613,1.190111389514059,26.453204052023185,0.885
2008-04-16,487,24.817733333333333,2,1440,1.0,True,12.563,2008,107,-0.42483293400379535,0.344165986894151,1.1586329599237069,26.693307599329273,0.7875
2008-04-17,488,23.264366666666668,3,1440,1.0,True,10.774,2008,108,-0.002616889331955159,0.4990078158878523,1.1493764714011923,23.980250211288443,0.8125
2008-04-18,489,31.039833333333338,4,1440,1.0,True,16.927,2008,109,1.031193481031255,0.8266665250492886,0.9804299150500446,25.54646385224328,0.756875
2008-04-19,490,37.56183333333333,5,1440,1.0,True,21.498,2008,110,0.9713521049769551,0.8130876152542066,1.006546867720317,30.09370749818001,0.68
2008-04-20,491,29.856966666666665,6,1440,1.0,True,15.975,2008,111,-0.44637455015572497,0.33699406198144854,1.1617592732515185,29.55380787864057,0.3875
2008-04-21,492,19.4026,0,1440,1.0,True,9.461,2008,112,-0.898432286636969,0.2039002330705917,1.0294982314796652,24.31586153225561,0.22625
2008-04-22,493,27.12793333333333,1,1440,1.0,True,16.667,2008,113,0.5368132839118751,0.6930628406324283,1.1278929337346926,25.98502910698489,0.141875
2008-04-23,494,22.622133333333338,2,1440,1.0,True,10.278,2008,114,-0.7166847801397909,0.25215900177551154,1.0890118603920564,26.216590144384867,0.176875
2008-04-24,495,17.3962,3,1440,1.0,True,7.081,2008,115,-0.852291112777375,0.21548562973525034,1.0446354758832603,23.494691256663423,0.145625
2008-04-25,496,21.1289,4,1440,1.0,True,12.228,2008,116,-0.295786334912615,0.38959862422427555,1.1562004224339035,25.05177640207449,0.09
2008-04-26,497,15.052766666666669,5,1440,1.0,True,4.22,2008,117,-2.3416808100968005,0.030467858135559557,0.6031001143250614,29.589617144978774,0.079375
2008-04-27,498,16.804,6,1440,1.0,True,6.769,2008,118,-1.2181625315830265,0.13748844011832437,0.9215279991319403,29.040053382310703,0.03125
2008-04-28,499,10.9842,0,1440,1.0,True,3.407,2008,119,-1.4726339520467024,0.09821532296641536,0.8401364718121477,23.792195382906755,0.0225
2008-04-29,500,32.876933333333334,1,1440,1.0,True,17.294,2008,120,2.1924783379171076,0.9627751752092434,0.6349597467854619,25.451218070798955,0.033125
2008-04-30,501,18.3621,2,1440,1.0,True,8.3,2008,121,-1.8043867042976751,0.06271868276331047,0.7469043425447307,25.672415791811193,0.044375
2008-05-01,502,9.600233333333334,3,1440,1.0,True,3.116,2008,122,-1.9012411460233514,0.05503430793796306,0.7256050176674035,22.939950472245954,0.039375
2008-05-02,503,24.9628,4,1440,1.0,True,12.385,2008,123,0.9783994512961978,0.81453801247656,0.9936064565554261,24.486281875229626,0.088125
2008-05-03,504,21.493333333333332,5,1440,1.0,True,8.072,2008,124,-1.3791311291784376,0.11098392282479745,0.8563670318573713,29.013197841069253,0.1425
2008-05-04,505,24.516166666666667,6,1440,1.0,True,10.532,2008,125,-0.20127936429148113,0.4243094989677224,1.1660111630382017,28.452554993382126,0.253125
2008-05-05,506,22.7822,0,1440,1.0,True,11.583,2008,126,0.1926242190155749,0.5726112338698707,1.177751561969053,23.193480757481385,0.3425
2008-05-06,507,29.833,1,1440,1.0,True,18.964,2008,127,0.9244091056792888,0.802370303562629,1.0180361364688724,24.84116762214132,0.494375
2008-05-07,508,19.6044,2,1440,1.0,True,8.102,2008,128,-1.307244232089365,0.12185243989595312,0.9007008808292448,25.05092788411139,0.423125
2008-05-08,509,35.278299999999994,3,1440,1.0,True,17.086,2008,129,2.6899567780163944,0.9807343242032954,0.5213438143441453,22.306941784189224,0.521875
2008-05-09,510,29.1212,4,1440,1.0,True,14.556,2008,130,0.07419601465957643,0.5280638500431332,1.1507696123700588,23.841687740449764,0.625625
2008-05-10,511,31.8188,5,1440,1.0,True,19.276,2008,131,0.2669885475595965,0.5998672433099581,1.1736459531728178,28.356972565008125,0.65625
2008-05-11,512,26.848666666666663,6,1440,1.0,True,8.833,2008,132,-0.40033918253227313,0.3526719642873006,1.1369732535583899,27.78467214611561,0.74
2008-05-12,513,25.4034,0,1440,1.0,True,15.126,2008,133,0.5827829368580545,0.7078039168752988,1.1107535255374388,22.513933442084046,0.79625
2008-05-13,514,24.6149,1,1440,1.0,True,13.282,2008,134,-0.10874977793436803,0.45880574118098283,1.1610026420629582,24.149968718210133,0.76
2008-05-14,515,26.404366666666665,2,1440,1.0,True,15.619,2008,135,0.34107242991292447,0.6266624848051525,1.1403696978697553,24.3481102660854,0.754375
2008-05-15,516,19.379466666666666,3,1440,1.0,True,8.258,2008,136,-0.5355296106917946,0.307233139442601,1.1182696277508513,21.592558514138663,0.784375
2008-05-16,517,27.467166666666667,4,1438,0.9986111111111112,True,13.748,2008,137,0.9260971830046709,0.8027907732028023,1.0227011008537374,23.115812235037296,0.64375
2008-05-17,518,27.624233333333333,5,1440,1.0,True,15.565,2008,138,-0.2907903859059237,0.3914524063218672,1.1572360931069126,27.619698736356284,0.611875
2008-05-18,519,30.065966666666668,6,1440,1.0,True,15.756,2008,139,0.5421813385256936,0.6947709361468323,1.101144239504356,27.03611451634597,0.575625
2008-05-19,520,17.171033333333334,0,1440,1.0,True,9.075,2008,140,-1.0230814399653934,0.17502267734845225,0.9813923836825416,21.754227231324286,0.654375
2008-05-20,521,26.355566666666668,1,1440,1.0,True,15.76,2008,141,0.8423795979337798,0.7819880242447792,1.018426338888239,23.379269905901534,0.62625
2008-05-21,522,22.068533333333335,2,1440,1.0,True,11.714,2008,142,-0.46484671046848997,0.33053888677081744,1.1317342929332517,23.566595625448915,0.675625
2008-05-22,523,16.281133333333333,3,1440,1.0,True,7.911,2008,143,-0.7108362142211508,0.2537557252859292,1.1040705547248946,20.8004256196951,0.6175
2008-05-23,524,24.7486,4,1440,1.0,True,16.124,2008,144,0.7370017502760318,0.753609474418998,1.0649247977277263,22.31327944310884,0.62125
2008-05-24,525,26.336266666666667,5,1440,1.0,True,14.429,2008,145,-0.2477967693875056,0.40707667541651504,1.1579264563461766,26.807005138509574,0.60125
2008-05-25,526,34.141733333333335,6,1440,1.0,True,19.134,2008,146,1.4517862764259937,0.8992464848504393,0.8592805392155424,26.2135198657649,0.619375
2008-05-26,527,21.495166666666663,0,1440,1.0,True,10.935,2008,147,-0.4276970017760313,0.34315254026115305,1.1303250003326684,20.922011842144638,0.6475
2008-05-27,528,28.478333333333335,1,1440,1.0,True,16.83,2008,148,1.0275138209603225,0.8258846680588006,0.98261334432289,22.537734525558363,0.66375
2008-05-28,529,18.572866666666663,2,1440,1.0,True,10.359,2008,149,-1.1382059321306717,0.1515388981856917,0.9613473253976553,22.71606128013125,0.675625
2008-05-29,530,18.917933333333337,3,1440,1.0,True,10.214,2008,150,0.09291999294448862,0.5352114762278574,1.157486584112048,19.941233433031464,0.741875
2008-05-30,531,23.2874,4,1440,1.0,True,14.317,2008,151,0.39570109286533994,0.6458545800019446,1.167129299985245,21.445790428237398,0.7625
2008-05-31,532,27.357833333333335,5,1440,1.0,True,15.95,2008,152,0.1317078310229049,0.5497922987961686,1.194125340678729,25.93159996372165,0.741875
2008-06-01,533,30.8146,6,1440,1.0,True,13.758,2008,153,0.8860254161635188,0.792938565715608,1.0323655468225479,25.33059859394409,0.7875
2008-06-02,534,17.900199999999998,0,1440,1.0,True,7.859,2008,154,-0.7489942288276751,0.2429368423340334,1.0864141435408965,20.031993644252555,0.715
2008-06-03,535,26.630266666666667,1,1440,1.0,True,14.77,2008,155,1.0380421201753771,0.8281589564875195,0.9983885284489952,21.64105736845077,0.734375
2008-06-04,536,26.48186666666667,2,1440,1.0,True,15.74,2008,156,0.5048274088839019,0.6827115171100249,1.1356448925216682,21.813181589018637,0.665
2008-06-05,537,18.667966666666665,3,1440,1.0,True,11.034,2008,157,-0.38049173132464753,0.3594363177851225,1.1291320455120877,19.03262572893377,0.675625
